day;month;year;objective;Spend;Impressions;Reach;Frequency;Clicks;CTR;PageView;LeadTotal
26;2;2024;1;27,53;2159;2127;1,02;10;0,46;1;1
26;2;2024;1;87,26;6127;5998;1,02;64;1,04;2;12
26;2;2024;1;31,49;3706;3568;1,04;25;0,67;0;3
26;2;2024;1;34,31;3687;3525;1,05;28;0,76;3;4
26;2;2024;1;8,14;564;543;1,04;7;1,24;2;2
26;2;2024;1;111,25;7381;6962;1,06;90;1,22;8;16
26;2;2024;1;0,12;14;14;1;0;0;0;0
26;2;2024;1;0,03;6;6;1;0;0;0;0
26;2;2024;1;1,12;78;74;1,05;2;2,56;0;1
26;2;2024;1;24,32;1778;1721;1,03;28;1,57;7;10
26;2;2024;1;0,22;21;21;1;0;0;0;0
26;2;2024;1;50,46;3883;3830;1,01;36;0,93;4;5
26;2;2024;1;0,1;9;9;1;0;0;0;0
26;2;2024;1;6,73;593;556;1,07;6;1,01;0;0
26;2;2024;3;0,42;14;14;1;0;0;0;0
26;2;2024;3;40,44;2253;2192;1,03;26;1,15;2;3
26;2;2024;3;0,21;13;13;1;0;0;0;0
26;2;2024;3;0,06;2;2;1;0;0;0;0
26;2;2024;3;31,27;1865;1814;1,03;26;1,39;2;5
26;2;2024;3;1,57;98;98;1;2;2,04;0;0
26;2;2024;3;0,31;20;20;1;0;0;0;0
26;2;2024;3;75,24;5511;5456;1,01;70;1,27;7;14
26;2;2024;3;75,67;4954;4929;1,01;55;1,11;4;8
26;2;2024;3;1,43;151;151;1;0;0;0;0
26;2;2024;3;0,02;2;2;1;0;0;0;0
26;2;2024;3;61,1;4674;4556;1,03;31;0,66;0;6
26;2;2024;3;0,37;17;17;1;0;0;0;0
26;2;2024;3;5,53;389;383;1,02;3;0,77;0;1
26;2;2024;3;15,25;515;499;1,03;21;4,08;1;5
26;2;2024;3;61,09;4357;4300;1,01;45;1,03;5;11
26;2;2024;3;0,48;23;23;1;3;13,04;0;1
26;2;2024;3;30,91;2313;2260;1,02;36;1,56;6;10
26;2;2024;3;20,61;1691;1638;1,03;13;0,77;1;4
26;2;2024;3;0,11;1;1;1;0;0;0;0
26;2;2024;3;18,95;767;726;1,06;3;0,39;0;2
26;2;2024;3;19,13;1153;995;1,16;6;0,52;0;0
26;2;2024;3;10,57;345;320;1,08;4;1,16;0;0
26;2;2024;3;40,74;1402;1323;1,06;25;1,78;1;9
26;2;2024;3;90,26;5831;5786;1,01;91;1,56;10;17
26;2;2024;3;68,92;2606;2486;1,05;40;1,53;3;12
26;2;2024;3;0,29;17;16;1,06;0;0;0;0
26;2;2024;3;2,27;121;117;1,03;5;4,13;1;1
26;2;2024;3;30,84;1188;1146;1,04;21;1,77;2;6
27;2;2024;1;29,02;2209;2162;1,02;14;0,63;0;1
27;2;2024;1;73,36;5306;5230;1,01;56;1,06;6;13
27;2;2024;1;31,59;3405;3253;1,05;22;0,65;0;0
27;2;2024;1;45,05;4968;4692;1,06;35;0,7;1;2
27;2;2024;1;6,5;483;462;1,05;6;1,24;0;0
27;2;2024;1;108,46;6809;6273;1,09;83;1,22;6;12
27;2;2024;1;0,19;13;12;1,08;0;0;0;0
27;2;2024;1;0,01;2;2;1;0;0;0;0
27;2;2024;1;2,25;143;134;1,07;0;0;0;0
27;2;2024;1;35,63;2592;2493;1,04;42;1,62;4;9
27;2;2024;1;0,14;10;10;1;0;0;0;0
27;2;2024;1;34,79;2564;2518;1,02;18;0,7;2;3
27;2;2024;1;9,84;618;582;1,06;8;1,29;0;0
27;2;2024;3;0,06;2;2;1;0;0;0;0
27;2;2024;3;40,57;2213;2132;1,04;33;1,49;4;7
27;2;2024;3;0,12;5;5;1;0;0;0;0
27;2;2024;3;0,48;4;4;1;0;0;0;0
27;2;2024;3;0,08;7;7;1;1;14,29;0;0
27;2;2024;3;30,15;1918;1876;1,02;12;0,63;1;4
27;2;2024;3;1,46;96;95;1,01;3;3,12;0;0
27;2;2024;3;0,33;31;31;1;0;0;0;0
27;2;2024;3;73,77;5390;5300;1,02;62;1,15;4;15
27;2;2024;3;69,97;3948;3913;1,01;69;1,75;6;13
27;2;2024;3;5,59;457;450;1,02;12;2,63;1;2
27;2;2024;3;0,08;10;10;1;0;0;0;0
27;2;2024;3;57,64;4101;3986;1,03;52;1,27;4;9
27;2;2024;3;0,57;20;20;1;0;0;0;0
27;2;2024;3;2,15;98;82;1,2;1;1,02;0;0
27;2;2024;3;0,19;9;8;1,12;0;0;0;0
27;2;2024;3;2,65;162;161;1,01;1;0,62;0;0
27;2;2024;3;17,49;613;589;1,04;7;1,14;0;1
27;2;2024;3;54,11;3704;3648;1,02;34;0,92;2;8
27;2;2024;3;6,46;255;251;1,02;5;1,96;0;1
27;2;2024;3;0,04;2;2;1;0;0;0;0
27;2;2024;3;0,14;11;11;1;0;0;0;0
27;2;2024;3;0,44;4;4;1;0;0;0;0
27;2;2024;3;29,77;2170;2113;1,03;26;1,2;1;4
27;2;2024;3;0,16;1;1;1;0;0;0;0
27;2;2024;3;19,41;1438;1399;1,03;8;0,56;0;0
27;2;2024;3;0,82;5;5;1;1;20;0;0
27;2;2024;3;18,64;804;772;1,04;5;0,62;0;0
27;2;2024;3;18,83;1245;1057;1,18;2;0,16;0;0
27;2;2024;3;3,73;142;129;1,1;3;2,11;0;1
27;2;2024;3;46,31;1677;1572;1,07;35;2,09;5;9
27;2;2024;3;89,69;5253;5085;1,03;110;2,09;11;21
27;2;2024;3;68;2636;2508;1,05;19;0,72;1;3
27;2;2024;3;1;45;37;1,22;1;2,22;0;0
27;2;2024;3;1,22;90;87;1,03;1;1,11;0;0
27;2;2024;3;0,04;2;2;1;0;0;0;0
27;2;2024;3;0,42;15;15;1;0;0;0;0
27;2;2024;3;30,2;1183;1141;1,04;19;1,61;4;6
28;2;2024;1;44,15;2786;2750;1,01;44;1,58;5;13
28;2;2024;1;77,5;4968;4874;1,02;45;0,91;2;9
28;2;2024;1;26,75;2958;2847;1,04;24;0,81;1;2
28;2;2024;1;26,65;2892;2780;1,04;27;0,93;1;2
28;2;2024;1;8,45;533;507;1,05;4;0,75;0;0
28;2;2024;1;108,23;6594;6273;1,05;92;1,4;11;17
28;2;2024;1;0,41;31;31;1;0;0;0;0
28;2;2024;1;0,7;43;41;1,05;0;0;0;0
28;2;2024;1;52,25;3993;3874;1,03;40;1;6;8
28;2;2024;1;0,01;2;2;1;0;0;0;0
28;2;2024;1;18,52;1441;1423;1,01;16;1,11;2;3
28;2;2024;1;0,47;9;9;1;0;0;0;0
28;2;2024;1;8,84;553;527;1,05;13;2,35;3;5
28;2;2024;3;19,3;885;839;1,05;11;1,24;3;2
28;2;2024;3;20,49;1061;1029;1,03;18;1,7;2;4
28;2;2024;3;0,27;11;10;1,1;0;0;0;0
28;2;2024;3;0,62;21;21;1;0;0;0;0
28;2;2024;3;0,94;25;24;1,04;0;0;0;0
28;2;2024;3;28,39;1451;1420;1,02;26;1,79;2;6
28;2;2024;3;0,64;44;44;1;1;2,27;0;0
28;2;2024;3;0,09;10;10;1;0;0;0;0
28;2;2024;3;74,1;4971;4839;1,03;97;1,95;11;20
28;2;2024;3;31,44;1695;1687;1;25;1,47;3;7
28;2;2024;3;42,8;2727;2676;1,02;33;1,21;6;6
28;2;2024;3;0,29;3;3;1;0;0;0;0
28;2;2024;3;58,31;3419;3342;1,02;43;1,26;2;11
28;2;2024;3;0,46;6;6;1;0;0;0;0
28;2;2024;3;1,04;65;58;1,12;0;0;0;0
28;2;2024;3;0,2;10;8;1,25;0;0;0;0
28;2;2024;3;9,19;403;402;1;6;1,49;0;2
28;2;2024;3;11,09;368;356;1,03;14;3,8;3;4
28;2;2024;3;51,21;3464;3411;1,02;32;0,92;0;4
28;2;2024;3;8,42;270;264;1,02;7;2,59;1;1
28;2;2024;3;0,19;11;10;1,1;2;18,18;0;1
28;2;2024;3;0,03;2;2;1;0;0;0;0
28;2;2024;3;29,82;2156;2110;1,02;9;0,42;0;0
28;2;2024;3;0,02;4;4;1;0;0;0;0
28;2;2024;3;20,48;1227;1193;1,03;13;1,06;1;1
28;2;2024;3;0,02;1;1;1;0;0;0;0
28;2;2024;3;18,87;671;635;1,06;8;1,19;0;1
28;2;2024;3;18,53;1076;918;1,17;3;0,28;0;0
28;2;2024;3;3,25;88;85;1,04;1;1,14;0;0
28;2;2024;3;46,37;1482;1432;1,03;33;2,23;4;8
28;2;2024;3;86,78;4776;4657;1,03;102;2,14;14;23
28;2;2024;3;64,21;2134;2056;1,04;25;1,17;1;6
28;2;2024;3;0,52;39;37;1,05;0;0;0;0
28;2;2024;3;4,96;265;261;1,02;5;1,89;0;1
28;2;2024;3;0,53;12;12;1;2;16,67;1;1
28;2;2024;3;29,81;1023;996;1,03;13;1,27;3;2
29;2;2024;1;53,72;2806;2709;1,04;39;1,39;6;7
29;2;2024;1;68,99;3468;3375;1,03;63;1,82;4;10
29;2;2024;1;8,09;604;578;1,04;5;0,83;0;2
29;2;2024;1;48,01;4177;3825;1,09;33;0,79;6;10
29;2;2024;1;2,12;87;83;1,05;2;2,3;0;1
29;2;2024;1;106,1;5912;5692;1,04;78;1,32;6;14
29;2;2024;1;0,64;29;26;1,12;0;0;0;0
29;2;2024;1;0,49;31;28;1,11;0;0;0;0
29;2;2024;1;72,64;4706;4505;1,04;69;1,47;6;13
29;2;2024;1;0,03;5;5;1;0;0;0;0
29;2;2024;1;0,07;6;6;1;0;0;0;0
29;2;2024;1;0,47;19;18;1,06;0;0;0;0
29;2;2024;1;5,46;342;316;1,08;8;2,34;2;2
29;2;2024;3;20,01;811;754;1,08;4;0,49;1;1
29;2;2024;3;10,41;503;476;1,06;8;1,59;0;1
29;2;2024;3;8,89;360;332;1,08;6;1,67;0;1
29;2;2024;3;2,42;88;85;1,04;3;3,41;1;1
29;2;2024;3;0,08;3;3;1;0;0;0;0
29;2;2024;3;27,27;862;830;1,04;13;1,51;1;5
29;2;2024;3;0,18;20;20;1;0;0;0;0
29;2;2024;3;1,31;124;123;1,01;3;2,42;0;0
29;2;2024;3;72,19;4052;3915;1,03;58;1,43;4;12
29;2;2024;3;0,13;25;25;1;0;0;0;0
29;2;2024;3;73,47;4185;4052;1,03;57;1,36;4;9
29;2;2024;3;0,21;10;10;1;0;0;0;0
29;2;2024;3;57,86;2917;2813;1,04;36;1,23;3;10
29;2;2024;3;0,34;8;8;1;0;0;0;0
29;2;2024;3;0,77;24;18;1,33;0;0;0;0
29;2;2024;3;0,08;4;4;1;0;0;0;0
29;2;2024;3;7,74;360;355;1,01;4;1,11;0;1
29;2;2024;3;11,87;357;334;1,07;7;1,96;1;1
29;2;2024;3;51,6;2914;2843;1,02;47;1,61;2;11
29;2;2024;3;6,46;224;210;1,07;4;1,79;0;0
29;2;2024;3;0,92;35;27;1,3;4;11,43;0;1
29;2;2024;3;0,05;1;1;1;0;0;0;0
29;2;2024;3;29,46;1882;1839;1,02;16;0,85;2;4
29;2;2024;3;0,06;5;5;1;0;0;0;0
29;2;2024;3;19,63;929;892;1,04;22;2,37;1;1
29;2;2024;3;0,01;1;1;1;0;0;0;0
29;2;2024;3;17,86;620;596;1,04;5;0,81;0;1
29;2;2024;3;17,9;620;543;1,14;6;0,97;1;2
29;2;2024;3;6,82;186;157;1,18;4;2,15;0;0
29;2;2024;3;41,96;1271;1187;1,07;27;2,12;2;3
29;2;2024;3;86,06;4500;4364;1,03;86;1,91;12;15
29;2;2024;3;44,44;1293;1219;1,06;17;1,31;2;3
29;2;2024;3;0,78;37;31;1,19;0;0;0;0
29;2;2024;3;23,24;1233;1192;1,03;17;1,38;1;3
29;2;2024;3;0,22;8;8;1;0;0;0;0
29;2;2024;3;2,85;67;66;1,02;0;0;0;0
29;2;2024;3;26,15;787;749;1,05;22;2,8;5;10
1;3;2024;1;76,85;5267;5164;1,02;76;1,44;4;16
1;3;2024;1;52,09;3418;3339;1,02;38;1,11;5;9
1;3;2024;1;26,36;2387;2255;1,06;25;1,05;4;7
1;3;2024;1;21,89;2209;2097;1,05;17;0,77;1;2
1;3;2024;1;3,14;233;223;1,04;3;1,29;0;0
1;3;2024;1;105,8;7095;6843;1,04;71;1;6;15
1;3;2024;1;0,27;24;24;1;0;0;0;0
1;3;2024;1;1,13;44;39;1,13;1;2,27;0;0
1;3;2024;1;66,45;5109;4950;1,03;65;1,27;10;12
1;3;2024;1;0,05;7;7;1;0;0;0;0
1;3;2024;1;0,03;5;5;1;0;0;0;0
1;3;2024;1;0,41;16;13;1,23;0;0;0;0
1;3;2024;1;10,91;1030;916;1,12;10;0,97;0;1
1;3;2024;3;14,2;474;428;1,11;6;1,27;0;1
1;3;2024;3;5,59;263;244;1,08;2;0,76;0;0
1;3;2024;3;19,06;842;782;1,08;10;1,19;1;3
1;3;2024;3;0,26;18;18;1;0;0;0;0
1;3;2024;3;28,79;1369;1327;1,03;13;0,95;0;3
1;3;2024;3;2,34;141;138;1,02;4;2,84;0;1
1;3;2024;3;1,68;106;104;1,02;2;1,89;0;1
1;3;2024;3;68,63;4531;4409;1,03;53;1,17;4;7
1;3;2024;3;0,34;18;18;1;0;0;0;0
1;3;2024;3;72,6;4715;4588;1,03;64;1,36;6;13
1;3;2024;3;0,07;4;4;1;0;0;0;0
1;3;2024;3;58,75;4183;4050;1,03;42;1;2;9
1;3;2024;3;0,16;8;8;1;0;0;0;0
1;3;2024;3;0,01;1;1;1;0;0;0;0
1;3;2024;3;9,06;500;493;1,01;4;0,8;0;2
1;3;2024;3;10,89;395;374;1,06;1;0,25;0;0
1;3;2024;3;55,03;3482;3420;1,02;42;1,21;4;8
1;3;2024;3;3,22;127;124;1,02;4;3,15;1;1
1;3;2024;3;0,37;10;10;1;0;0;0;0
1;3;2024;3;0,08;6;6;1;0;0;0;0
1;3;2024;3;0,3;5;5;1;0;0;0;0
1;3;2024;3;28,75;2280;2232;1,02;32;1,4;2;3
1;3;2024;3;0,03;2;2;1;0;0;0;0
1;3;2024;3;19,82;1409;1353;1,04;11;0,78;2;2
1;3;2024;3;0,03;2;2;1;0;0;0;0
1;3;2024;3;18,08;628;583;1,08;4;0,64;0;0
1;3;2024;3;18,23;1019;889;1,15;5;0,49;0;0
1;3;2024;3;8,55;264;256;1,03;4;1,52;0;0
1;3;2024;3;20,42;1148;1100;1,04;4;0,35;0;0
1;3;2024;3;4,77;133;126;1,06;2;1,5;0;0
1;3;2024;3;43,76;1512;1415;1,07;30;1,98;5;9
1;3;2024;3;34,13;1899;1866;1,02;50;2,63;2;11
1;3;2024;3;49,16;1683;1572;1,07;17;1,01;1;4
1;3;2024;3;0,3;9;9;1;0;0;0;0
1;3;2024;3;19,06;1173;1143;1,03;16;1,36;2;3
1;3;2024;3;0,26;14;14;1;0;0;0;0
1;3;2024;3;28,47;950;898;1,06;17;1,79;1;5
2;3;2024;1;105,81;7609;7469;1,02;91;1,2;10;18
2;3;2024;1;35,24;2338;2296;1,02;26;1,11;3;6
2;3;2024;1;24,38;2509;2392;1,05;18;0,72;2;3
2;3;2024;1;12,03;1249;1200;1,04;8;0,64;0;0
2;3;2024;1;6,92;500;475;1,05;4;0,8;0;0
2;3;2024;1;107,56;7341;7024;1,05;73;0,99;6;10
2;3;2024;1;0,13;8;8;1;0;0;0;0
2;3;2024;1;1,01;37;34;1,09;0;0;0;0
2;3;2024;1;71,99;6805;6471;1,05;51;0,75;6;11
2;3;2024;1;0,01;2;2;1;0;0;0;0
2;3;2024;1;0,36;7;7;1;0;0;0;0
2;3;2024;1;6,63;714;659;1,08;4;0,56;0;0
2;3;2024;3;4,67;118;109;1,08;3;2,54;0;1
2;3;2024;3;15,43;724;708;1,02;4;0,55;0;0
2;3;2024;3;18,55;922;877;1,05;11;1,19;1;3
2;3;2024;3;0,39;11;11;1;0;0;0;0
2;3;2024;3;28,4;1528;1474;1,04;8;0,52;1;2
2;3;2024;3;3,79;286;280;1,02;3;1,05;0;0
2;3;2024;3;0,1;10;10;1;0;0;0;0
2;3;2024;3;70,28;5425;5355;1,01;72;1,33;8;10
2;3;2024;3;0,01;1;1;1;0;0;0;0
2;3;2024;3;74,25;5256;5209;1,01;89;1,69;9;20
2;3;2024;3;0,09;4;4;1;0;0;0;0
2;3;2024;3;59,44;4180;4083;1,02;50;1,2;2;7
2;3;2024;3;0,22;8;7;1,14;0;0;0;0
2;3;2024;3;0,08;3;2;1,5;2;66,67;0;0
2;3;2024;3;7,7;481;479;1;11;2,29;0;2
2;3;2024;3;11,68;419;399;1,05;14;3,34;0;0
2;3;2024;3;55,35;3843;3777;1,02;41;1,07;3;8
2;3;2024;3;4,57;195;189;1,03;5;2,56;0;1
2;3;2024;3;0,23;9;9;1;0;0;0;0
2;3;2024;3;0,02;2;2;1;0;0;0;0
2;3;2024;3;0,16;2;2;1;0;0;0;0
2;3;2024;3;29,59;2659;2602;1,02;29;1,09;0;5
2;3;2024;3;19,7;1415;1349;1,05;13;0,92;0;1
2;3;2024;3;17,44;734;699;1,05;5;0,68;1;2
2;3;2024;3;17,23;1016;849;1,2;6;0,59;0;1
2;3;2024;3;16,8;576;532;1,08;3;0,52;0;1
2;3;2024;3;68,49;2706;2224;1,22;10;0,37;0;0
2;3;2024;3;3,35;84;79;1,06;0;0;0;0
2;3;2024;3;45,28;1584;1487;1,07;33;2,08;6;11
2;3;2024;3;56,29;1954;1797;1,09;45;2,3;5;11
2;3;2024;3;0,03;4;4;1;1;25;0;0
2;3;2024;3;12,19;768;752;1,02;7;0,91;0;1
2;3;2024;3;0,17;3;3;1;1;33,33;0;0
2;3;2024;3;28,16;1030;961;1,07;10;0,97;2;2
3;3;2024;1;95,77;6796;6487;1,05;87;1,28;12;15
3;3;2024;1;35,61;2095;2060;1,02;27;1,29;2;5
3;3;2024;1;29,15;3295;3166;1,04;32;0,97;0;4
3;3;2024;1;28,8;2825;2689;1,05;25;0,88;2;3
3;3;2024;1;4,58;322;310;1,04;2;0,62;0;0
3;3;2024;1;114,58;7483;7045;1,06;89;1,19;15;20
3;3;2024;1;0,16;14;12;1,17;0;0;0;0
3;3;2024;1;1,15;60;56;1,07;0;0;0;0
3;3;2024;1;41,24;3661;3545;1,03;47;1,28;4;6
3;3;2024;1;12,98;1288;1270;1,01;20;1,55;2;5
3;3;2024;1;0,26;5;5;1;0;0;0;0
3;3;2024;1;29,71;2441;2216;1,1;32;1,31;1;6
3;3;2024;3;0,96;53;47;1,13;2;3,77;0;0
3;3;2024;3;39,5;1934;1860;1,04;28;1,45;3;6
3;3;2024;3;1,79;120;110;1,09;1;0,83;0;0
3;3;2024;3;0,27;7;7;1;0;0;0;0
3;3;2024;3;0,63;27;26;1,04;0;0;0;0
3;3;2024;3;30,81;1615;1573;1,03;35;2,17;1;6
3;3;2024;3;1,9;130;124;1,05;2;1,54;0;1
3;3;2024;3;0,07;13;13;1;0;0;0;0
3;3;2024;3;77,04;6042;6003;1,01;82;1,36;9;17
3;3;2024;3;57,97;3332;3300;1,01;54;1,62;5;18
3;3;2024;3;20,82;1719;1663;1,03;30;1,75;2;4
3;3;2024;3;62,71;3998;3897;1,03;63;1,58;7;12
3;3;2024;3;0,12;11;10;1,1;0;0;0;0
3;3;2024;3;0,56;22;17;1,29;2;9,09;0;1
3;3;2024;3;0,04;4;4;1;0;0;0;0
3;3;2024;3;8,95;539;536;1,01;5;0,93;1;1
3;3;2024;3;12,53;462;445;1,04;4;0,87;0;0
3;3;2024;3;56,03;3578;3537;1,01;40;1,12;1;10
3;3;2024;3;6,73;283;279;1,01;6;2,12;1;0
3;3;2024;3;0,76;35;31;1,13;0;0;0;0
3;3;2024;3;0,02;4;4;1;0;0;0;0
3;3;2024;3;31,87;2683;2613;1,03;22;0,82;0;1
3;3;2024;3;0,02;1;1;1;0;0;0;0
3;3;2024;3;21,3;1532;1473;1,04;19;1,24;2;3
3;3;2024;3;0,05;1;1;1;0;0;0;0
3;3;2024;3;19,82;892;842;1,06;8;0,9;1;3
3;3;2024;3;19,63;1289;1078;1,2;4;0,31;0;1
3;3;2024;3;19,79;655;590;1,11;5;0,76;0;0
3;3;2024;3;77,43;1249;1105;1,13;5;0,4;0;0
3;3;2024;3;3,32;115;103;1,12;2;1,74;1;1
3;3;2024;3;49,13;1776;1652;1,08;21;1,18;2;7
3;3;2024;3;57,43;2025;1881;1,08;20;0,99;1;3
3;3;2024;3;0,58;25;23;1,09;0;0;0;0
3;3;2024;3;15,57;1075;1048;1,03;13;1,21;2;2
3;3;2024;3;0,08;9;7;1,29;0;0;0;0
3;3;2024;3;0,18;4;4;1;0;0;0;0
3;3;2024;3;31,48;1231;1146;1,07;25;2,03;1;5
4;3;2024;1;100,26;6345;6134;1,03;60;0,95;5;10
4;3;2024;1;49,76;2931;2874;1,02;37;1,26;1;5
4;3;2024;1;20,29;2099;2010;1,04;16;0,76;0;2
4;3;2024;1;19,41;1810;1734;1,04;29;1,6;2;5
4;3;2024;1;2,54;109;106;1,03;6;5,5;0;1
4;3;2024;1;113,34;6969;6654;1,05;57;0,82;10;13
4;3;2024;1;0,12;13;13;1;0;0;0;0
4;3;2024;1;1,04;50;46;1,09;0;0;0;0
4;3;2024;1;53,97;4152;4050;1,03;56;1,35;6;11
4;3;2024;1;0,01;1;1;1;0;0;0;0
4;3;2024;1;19,4;1873;1839;1,02;17;0,91;2;4
4;3;2024;1;0,09;5;5;1;0;0;0;0
4;3;2024;1;10,13;789;722;1,09;5;0,63;0;0
4;3;2024;3;0,84;36;32;1,12;0;0;0;0
4;3;2024;3;39,28;1888;1840;1,03;19;1,01;3;7
4;3;2024;3;2,39;121;113;1,07;0;0;0;0
4;3;2024;3;0,01;1;1;1;0;0;0;0
4;3;2024;3;31,92;1773;1722;1,03;21;1,18;2;5
4;3;2024;3;2,75;142;141;1,01;8;5,63;2;3
4;3;2024;3;0,01;2;2;1;0;0;0;0
4;3;2024;3;75,51;5424;5424;1;68;1,25;6;13
4;3;2024;3;56,63;3310;3283;1,01;62;1,87;1;11
4;3;2024;3;21,89;1754;1715;1,02;21;1,2;0;2
4;3;2024;3;62,11;3934;3829;1,03;47;1,19;0;7
4;3;2024;3;0,09;4;4;1;0;0;0;0
4;3;2024;3;0,41;23;21;1,1;0;0;0;0
4;3;2024;3;9,67;630;623;1,01;5;0,79;1;1
4;3;2024;3;11,33;442;433;1,02;15;3,39;1;2
4;3;2024;3;56,42;3596;3539;1,02;50;1,39;3;16
4;3;2024;3;5,57;226;221;1,02;5;2,21;0;0
4;3;2024;3;0,63;17;16;1,06;0;0;0;0
4;3;2024;3;0,05;5;5;1;0;0;0;0
4;3;2024;3;0,81;9;9;1;0;0;0;0
4;3;2024;3;30,48;2237;2187;1,02;18;0,8;1;3
4;3;2024;3;0,01;1;1;1;0;0;0;0
4;3;2024;3;20,86;1421;1373;1,03;25;1,76;1;4
4;3;2024;3;0,45;6;6;1;0;0;0;0
4;3;2024;3;19,37;963;896;1,07;3;0,31;0;0
4;3;2024;3;19,26;1170;998;1,17;4;0,34;0;0
4;3;2024;3;19,45;694;636;1,09;9;1,3;1;2
4;3;2024;3;75,25;957;859;1,11;8;0,84;0;0
4;3;2024;3;4,82;127;119;1,07;1;0,79;0;0
4;3;2024;3;47,23;1661;1594;1,04;30;1,81;2;6
4;3;2024;3;57,41;2030;1912;1,06;21;1,03;2;5
4;3;2024;3;0,51;22;21;1,05;0;0;0;0
4;3;2024;3;14,68;917;891;1,03;13;1,42;0;3
4;3;2024;3;0,21;10;10;1;0;0;0;0
4;3;2024;3;31,23;1044;994;1,05;9;0,86;1;4
5;3;2024;1;77,52;4813;4674;1,03;54;1,12;5;9
5;3;2024;1;54,31;3134;3048;1,03;36;1,15;4;7
5;3;2024;1;16,87;1466;1407;1,04;22;1,5;1;4
5;3;2024;1;17,51;1749;1665;1,05;18;1,03;0;3
5;3;2024;1;4,26;149;142;1,05;2;1,34;0;1
5;3;2024;1;94,38;5548;5228;1,06;67;1,21;7;12
5;3;2024;1;0,18;9;9;1;0;0;0;0
5;3;2024;1;1,1;44;41;1,07;5;11,36;0;1
5;3;2024;1;56,07;4341;4193;1,04;40;0,92;1;2
5;3;2024;1;0,04;1;1;1;0;0;0;0
5;3;2024;1;9,43;828;808;1,02;4;0,48;0;0
5;3;2024;1;0,03;1;1;1;0;0;0;0
5;3;2024;1;6,97;536;492;1,09;4;0,75;0;1
5;3;2024;3;0,05;1;1;1;0;0;0;0
5;3;2024;3;28,64;1443;1379;1,05;17;1,18;1;4
5;3;2024;3;1,25;58;52;1,12;0;0;0;0
5;3;2024;3;23;1280;1250;1,02;27;2,11;2;3
5;3;2024;3;4,15;264;260;1,02;2;0,76;0;0
5;3;2024;3;0,04;3;3;1;1;33,33;0;0
5;3;2024;3;67,25;4211;4076;1,03;64;1,52;1;10
5;3;2024;3;46,95;2340;2308;1,01;40;1,71;0;7
5;3;2024;3;23,04;1588;1549;1,03;23;1,45;0;2
5;3;2024;3;0,03;2;2;1;0;0;0;0
5;3;2024;3;56,99;3329;3246;1,03;35;1,05;1;8
5;3;2024;3;0,05;3;3;1;0;0;0;0
5;3;2024;3;0,09;4;4;1;0;0;0;0
5;3;2024;3;6,7;357;350;1,02;8;2,24;1;2
5;3;2024;3;8,93;329;324;1,02;7;2,13;1;1
5;3;2024;3;36,76;2497;2449;1,02;32;1,28;2;8
5;3;2024;3;8,87;345;332;1,04;14;4,06;1;3
5;3;2024;3;0,05;1;1;1;0;0;0;0
5;3;2024;3;0,15;7;7;1;0;0;0;0
5;3;2024;3;0,33;5;5;1;0;0;0;0
5;3;2024;3;22,85;1568;1520;1,03;15;0,96;2;3
5;3;2024;3;0,1;5;5;1;0;0;0;0
5;3;2024;3;18,02;1086;1053;1,03;14;1,29;1;1
5;3;2024;3;18,83;730;674;1,08;4;0,55;0;0
5;3;2024;3;19,01;1072;920;1,17;4;0,37;0;1
5;3;2024;3;18,69;499;446;1,12;7;1,4;1;2
5;3;2024;3;75,18;910;791;1,15;20;2,2;0;2
5;3;2024;3;4,2;168;161;1,04;0;0;0;0
5;3;2024;3;40,21;1200;1154;1,04;28;2,33;4;4
5;3;2024;3;50,96;1658;1544;1,07;26;1,57;2;6
5;3;2024;3;0,03;5;5;1;0;0;0;0
5;3;2024;3;13,4;744;721;1,03;6;0,81;2;2
5;3;2024;3;0,03;1;1;1;0;0;0;0
5;3;2024;3;0,25;7;7;1;0;0;0;0
5;3;2024;3;24,82;821;784;1,05;15;1,83;0;4
6;3;2024;1;71,29;3807;3732;1,02;51;1,34;7;11
6;3;2024;1;39,49;2193;2133;1,03;38;1,73;8;11
6;3;2024;1;17,13;1742;1660;1,05;17;0,98;2;3
6;3;2024;1;20,25;1709;1620;1,05;34;1,99;2;7
6;3;2024;1;7,79;250;243;1,03;6;2,4;1;1
6;3;2024;1;79,39;4564;4350;1,05;40;0,88;3;4
6;3;2024;1;0,38;10;10;1;0;0;0;0
6;3;2024;1;0,01;1;1;1;0;0;0;0
6;3;2024;1;1,29;37;36;1,03;2;5,41;0;0
6;3;2024;1;55,91;3745;3635;1,03;33;0,88;1;5
6;3;2024;1;0,01;3;3;1;0;0;0;0
6;3;2024;1;11,27;746;732;1,02;5;0,67;0;2
6;3;2024;1;0,02;4;4;1;0;0;0;0
6;3;2024;1;8,63;499;471;1,06;6;1,2;2;1
6;3;2024;3;5,76;304;297;1,02;4;1,32;1;2
6;3;2024;3;0,29;8;8;1;0;0;0;0
6;3;2024;3;65,6;4102;3998;1,03;47;1,15;3;7
6;3;2024;3;36,78;1765;1755;1,01;33;1,87;2;7
6;3;2024;3;33,53;2267;2213;1,02;42;1,85;2;9
6;3;2024;3;0,57;8;8;1;0;0;0;0
6;3;2024;3;55,4;3215;3147;1,02;27;0,84;3;5
6;3;2024;3;0,15;6;6;1;0;0;0;0
