day;month;year;objective;Spend;Impressions;Reach;Frequency;Clicks;CTR;PageView;LeadTotal
26;12;2023;1;0,34;47;46;1,02;0;0;0;0
26;12;2023;1;0,23;24;22;1,09;0;0;0;0
26;12;2023;1;4,5;414;403;1,03;2;0,48;0;0
26;12;2023;2;0,67;35;35;1;1;2,86;0;0
26;12;2023;2;0,06;3;2;1,5;0;0;0;0
26;12;2023;2;8,27;350;343;1,02;0;0;0;0
26;12;2023;2;0,14;9;8;1,12;0;0;0;0
26;12;2023;2;4,34;174;157;1,11;2;1,15;0;0
26;12;2023;2;41,96;1969;1902;1,04;17;0,86;0;0
26;12;2023;2;5,3;274;259;1,06;2;0,73;0;0
26;12;2023;3;0,01;3;3;1;0;0;0;0
26;12;2023;3;39,81;3363;3272;1,03;24;0,71;2;3
26;12;2023;3;0,15;5;1;5;1;20;0;0
26;12;2023;3;29,94;2281;2215;1,03;32;1,4;3;6
26;12;2023;3;16,56;1079;1066;1,01;22;2,04;1;3
26;12;2023;3;0,02;3;3;1;0;0;0;0
26;12;2023;3;18,45;1722;1664;1,03;20;1,16;3;5
26;12;2023;3;34,62;3074;3043;1,01;34;1,11;2;5
26;12;2023;3;0,01;7;6;1,17;0;0;0;0
26;12;2023;3;25,61;2362;2301;1,03;22;0,93;2;6
26;12;2023;3;0,32;20;20;1;2;10;0;1
26;12;2023;3;4,29;439;397;1,11;2;0,46;0;1
26;12;2023;3;20,15;1595;1581;1,01;12;0,75;2;3
26;12;2023;3;59,91;5900;5813;1,01;71;1,2;9;18
26;12;2023;3;0,06;2;2;1;0;0;0;0
26;12;2023;3;0,09;3;3;1;0;0;0;0
26;12;2023;3;29,7;3148;3066;1,03;28;0,89;4;6
26;12;2023;3;0,06;2;2;1;0;0;0;0
26;12;2023;3;20,02;2174;2111;1,03;23;1,06;4;7
26;12;2023;3;0,04;1;1;1;0;0;0;0
26;12;2023;3;25,02;1505;1475;1,02;24;1,59;1;1
26;12;2023;3;19,9;652;629;1,04;11;1,69;1;1
26;12;2023;3;29,78;1932;1887;1,02;34;1,76;5;6
26;12;2023;3;17,12;800;767;1,04;20;2,5;0;7
26;12;2023;3;22,8;1831;1778;1,03;19;1,04;1;3
26;12;2023;3;0,16;14;14;1;0;0;0;0
26;12;2023;3;0,01;2;2;1;0;0;0;0
26;12;2023;3;34,68;1835;1705;1,08;20;1,09;1;5
27;12;2023;1;31,17;3140;3051;1,03;21;0,67;3;4
27;12;2023;1;85,37;8665;8334;1,04;94;1,08;11;18
27;12;2023;1;13,87;1898;1835;1,03;14;0,74;0;0
27;12;2023;1;1,75;286;275;1,04;2;0,7;0;0
27;12;2023;1;98,12;9380;9060;1,04;100;1,07;13;19
27;12;2023;1;0,02;6;6;1;0;0;0;0
27;12;2023;1;0,06;11;10;1,1;0;0;0;0
27;12;2023;1;0,31;28;27;1,04;0;0;0;0
27;12;2023;1;0,05;9;9;1;0;0;0;0
27;12;2023;1;0,01;1;1;1;0;0;0;0
27;12;2023;1;29,71;3018;2951;1,02;34;1,13;7;7
27;12;2023;1;0,05;13;12;1,08;0;0;0;0
27;12;2023;1;64,9;3416;3165;1,08;49;1,43;11;14
27;12;2023;1;0,36;42;41;1,02;0;0;0;0
27;12;2023;1;0,4;35;33;1,06;0;0;0;0
27;12;2023;1;3,63;414;397;1,04;10;2,42;1;1
27;12;2023;2;1,82;73;65;1,12;0;0;0;0
27;12;2023;2;0,22;7;5;1,4;0;0;0;0
27;12;2023;2;7,96;266;246;1,08;3;1,13;0;0
27;12;2023;2;0,91;58;47;1,23;2;3,45;0;0
27;12;2023;2;41,87;1826;1694;1,08;22;1,2;0;1
27;12;2023;2;3,23;128;124;1,03;1;0,78;0;0
27;12;2023;3;0,25;11;11;1;0;0;0;0
27;12;2023;3;39,12;3904;3770;1,04;38;0,97;5;9
27;12;2023;3;0,04;2;1;2;0;0;0;0
27;12;2023;3;29,46;2888;2784;1,04;24;0,83;2;2
27;12;2023;3;12,6;879;861;1,02;17;1,93;4;5
27;12;2023;3;22,13;2346;2274;1,03;24;1,02;2;4
27;12;2023;3;34,39;2969;2934;1,01;50;1,68;5;11
27;12;2023;3;0,01;4;4;1;0;0;0;0
27;12;2023;3;24,66;2753;2682;1,03;23;0,84;2;4
27;12;2023;3;3,74;279;273;1,02;3;1,08;0;1
27;12;2023;3;1,15;138;129;1,07;1;0,72;0;0
27;12;2023;3;19,82;1580;1561;1,01;12;0,76;0;2
27;12;2023;3;59,07;5577;5499;1,01;49;0,88;7;17
27;12;2023;3;0,01;4;3;1,33;0;0;0;0
27;12;2023;3;0,16;2;2;1;0;0;0;0
27;12;2023;3;0,3;7;7;1;0;0;0;0
27;12;2023;3;28,93;4014;3901;1,03;30;0,75;4;8
27;12;2023;3;19,91;2444;2346;1,04;17;0,7;1;1
27;12;2023;3;24,4;1837;1803;1,02;32;1,74;6;8
27;12;2023;3;19,63;705;667;1,06;15;2,13;1;2
27;12;2023;3;29,39;2343;2296;1,02;34;1,45;6;9
27;12;2023;3;19,4;995;951;1,05;20;2,01;1;3
27;12;2023;3;20,16;1919;1853;1,04;14;0,73;2;2
27;12;2023;3;0,46;37;37;1;0;0;0;0
27;12;2023;3;0,1;3;3;1;0;0;0;0
27;12;2023;3;34;2048;1912;1,07;24;1,17;2;3
28;12;2023;1;30,05;2993;2937;1,02;26;0,87;3;6
28;12;2023;1;87,58;8255;8091;1,02;83;1,01;9;18
28;12;2023;1;14,46;1669;1619;1,03;11;0,66;0;1
28;12;2023;1;1,19;133;128;1,04;0;0;0;0
28;12;2023;1;98,55;8560;8228;1,04;106;1,24;17;26
28;12;2023;1;0,33;12;12;1;0;0;0;0
28;12;2023;1;0,22;12;12;1;0;0;0;0
28;12;2023;1;0,01;4;4;1;0;0;0;0
28;12;2023;1;0,01;1;1;1;0;0;0;0
28;12;2023;1;29,93;2746;2695;1,02;33;1,2;7;8
28;12;2023;1;0,02;1;1;1;0;0;0;0
28;12;2023;1;0,03;9;9;1;0;0;0;0
28;12;2023;1;64,13;3271;2953;1,11;37;1,13;4;8
28;12;2023;1;0,26;39;39;1;0;0;0;0
28;12;2023;1;0,33;44;43;1,02;0;0;0;0
28;12;2023;1;4,97;566;532;1,06;1;0,18;0;0
28;12;2023;2;1,23;67;61;1,1;1;1,49;0;0
28;12;2023;2;0,19;7;4;1,75;0;0;0;0
28;12;2023;2;9,14;388;346;1,12;6;1,55;0;0
28;12;2023;2;2,41;127;103;1,23;1;0,79;0;0
28;12;2023;2;34,38;2003;1798;1,11;16;0,8;0;0
28;12;2023;2;6,19;303;273;1,11;1;0,33;0;0
28;12;2023;3;1,2;68;61;1,11;0;0;0;0
28;12;2023;3;38,13;3472;3358;1,03;32;0,92;4;5
28;12;2023;3;0,02;4;4;1;0;0;0;0
28;12;2023;3;0,36;22;21;1,05;0;0;0;0
28;12;2023;3;0,13;2;2;1;0;0;0;0
28;12;2023;3;29,31;2496;2419;1,03;34;1,36;5;7
28;12;2023;3;10,24;684;680;1,01;7;1,02;0;1
28;12;2023;3;0,2;3;3;1;2;66,67;1;1
28;12;2023;3;24,5;2561;2486;1,03;23;0,9;2;3
28;12;2023;3;34,41;2658;2635;1,01;42;1,58;6;11
28;12;2023;3;0,03;4;4;1;0;0;0;0
28;12;2023;3;28,55;2876;2804;1,03;18;0,63;1;3
28;12;2023;3;0,33;20;19;1,05;0;0;0;0
28;12;2023;3;0,72;41;41;1;0;0;0;0
28;12;2023;3;19,92;1452;1436;1,01;11;0,76;1;5
28;12;2023;3;59,36;5259;5259;1;59;1,12;5;15
28;12;2023;3;0,03;3;3;1;0;0;0;0
28;12;2023;3;0,62;12;12;1;2;16,67;0;1
28;12;2023;3;0,32;5;5;1;0;0;0;0
28;12;2023;3;28,55;3403;3314;1,03;30;0,88;3;6
28;12;2023;3;19,9;1964;1896;1,04;22;1,12;3;4
28;12;2023;3;0,12;1;1;1;0;0;0;0
28;12;2023;3;24,43;1734;1685;1,03;23;1,33;3;7
28;12;2023;3;19,63;811;770;1,05;16;1,97;1;2
28;12;2023;3;29,66;2082;2039;1,02;44;2,11;8;11
28;12;2023;3;13,53;671;633;1,06;8;1,19;1;1
28;12;2023;3;25,7;2328;2267;1,03;25;1,07;1;3
28;12;2023;3;0,39;35;33;1,06;0;0;0;0
28;12;2023;3;0,04;8;8;1;0;0;0;0
28;12;2023;3;34,05;1903;1761;1,08;32;1,68;6;8
29;12;2023;1;33,76;3230;3158;1,02;32;0,99;2;5
29;12;2023;1;86,45;8218;8152;1,01;92;1,12;8;17
29;12;2023;1;10,76;1125;1101;1,02;11;0,98;0;2
29;12;2023;1;0,99;75;75;1;0;0;0;0
29;12;2023;1;98,16;8821;8401;1,05;110;1,25;8;14
29;12;2023;1;0,01;1;1;1;0;0;0;0
29;12;2023;1;0,08;7;7;1;0;0;0;0
29;12;2023;1;0,2;21;21;1;0;0;0;0
29;12;2023;1;0,05;6;6;1;0;0;0;0
29;12;2023;1;29,77;2624;2579;1,02;20;0,76;5;4
29;12;2023;1;0,06;3;3;1;0;0;0;0
29;12;2023;1;64,81;3053;2804;1,09;40;1,31;3;7
29;12;2023;1;0,58;63;56;1,12;1;1,59;0;0
29;12;2023;1;0,77;63;61;1,03;0;0;0;0
29;12;2023;1;3,25;328;311;1,05;1;0,3;0;0
29;12;2023;2;0,81;42;33;1,27;0;0;0;0
29;12;2023;2;0,14;4;4;1;0;0;0;0
29;12;2023;2;10,89;581;510;1,14;5;0,86;0;0
29;12;2023;2;0,23;14;14;1;0;0;0;0
29;12;2023;2;3,34;145;120;1,21;1;0,69;0;0
29;12;2023;2;33,59;1902;1596;1,19;17;0,89;0;0
29;12;2023;2;5,11;363;321;1,13;6;1,65;0;0
29;12;2023;3;0,04;8;8;1;0;0;0;0
29;12;2023;3;39,23;2530;2453;1,03;39;1,54;2;7
29;12;2023;3;0,01;1;1;1;0;0;0;0
29;12;2023;3;29,67;2435;2370;1,03;14;0,57;0;1
29;12;2023;3;12,1;739;731;1,01;11;1,49;1;2
29;12;2023;3;0,06;5;5;1;0;0;0;0
29;12;2023;3;22,11;2119;2055;1,03;29;1,37;2;8
29;12;2023;3;34,2;2848;2808;1,01;31;1,09;2;6
29;12;2023;3;0,01;2;2;1;0;0;0;0
29;12;2023;3;28,78;2649;2585;1,02;16;0,6;0;2
29;12;2023;3;0,07;4;3;1,33;0;0;0;0
29;12;2023;3;0,64;48;47;1,02;0;0;0;0
29;12;2023;3;19,83;1384;1375;1,01;20;1,45;3;7
29;12;2023;3;59,37;5122;4963;1,03;65;1,27;6;12
29;12;2023;3;0,33;5;5;1;0;0;0;0
29;12;2023;3;0,05;1;1;1;0;0;0;0
29;12;2023;3;28,85;3380;3286;1,03;28;0,83;0;0
29;12;2023;3;0,71;6;6;1;0;0;0;0
29;12;2023;3;18,81;2032;1978;1,03;12;0,59;1;0
29;12;2023;3;0,25;7;7;1;1;14,29;0;0
29;12;2023;3;24,7;1758;1729;1,02;28;1,59;3;6
29;12;2023;3;19,44;729;700;1,04;11;1,51;0;2
29;12;2023;3;29,37;2266;2211;1,02;34;1,5;7;8
29;12;2023;3;15,95;727;683;1,06;18;2,48;2;3
29;12;2023;3;23,07;1695;1643;1,03;22;1,3;1;4
29;12;2023;3;0,31;22;22;1;2;9,09;0;1
29;12;2023;3;0,01;1;1;1;0;0;0;0
29;12;2023;3;34,01;1747;1642;1,06;29;1,66;2;9
30;12;2023;1;34,53;3463;3375;1,03;30;0,87;4;5
30;12;2023;1;90,62;8932;8697;1,03;86;0,96;8;13
30;12;2023;1;9,62;1009;975;1,03;18;1,78;2;2
30;12;2023;1;0,67;81;81;1;0;0;0;0
30;12;2023;1;99,94;9589;8987;1,07;67;0,7;5;11
30;12;2023;1;0,07;5;3;1,67;0;0;0;0
30;12;2023;1;0,1;6;6;1;0;0;0;0
30;12;2023;1;0,33;23;21;1,1;0;0;0;0
30;12;2023;1;29,91;2504;2456;1,02;30;1,2;7;9
30;12;2023;1;0,1;3;2;1,5;0;0;0;0
30;12;2023;1;0,29;12;12;1;0;0;0;0
30;12;2023;1;66,23;3222;2966;1,09;44;1,37;5;9
30;12;2023;1;0,74;65;61;1,07;0;0;0;0
30;12;2023;1;2,11;159;158;1,01;1;0,63;0;0
30;12;2023;1;1,93;184;179;1,03;2;1,09;0;0
30;12;2023;2;4,09;207;156;1,33;1;0,48;0;0
30;12;2023;2;0,09;13;11;1,18;0;0;0;0
30;12;2023;2;21,81;1514;1230;1,23;8;0,53;0;0
30;12;2023;2;0,58;32;26;1,23;0;0;0;0
30;12;2023;2;4,68;186;133;1,4;1;0,54;0;0
30;12;2023;2;30,27;1527;1224;1,25;13;0,85;0;0
30;12;2023;2;9,44;550;438;1,26;4;0,73;0;0
30;12;2023;3;39,65;3279;3159;1,04;18;0,55;1;3
30;12;2023;3;0,01;1;1;1;0;0;0;0
30;12;2023;3;0,01;1;1;1;0;0;0;0
30;12;2023;3;29,82;2311;2212;1,04;16;0,69;3;3
30;12;2023;3;10,29;594;585;1,02;8;1,35;0;0
30;12;2023;3;24,83;2529;2444;1,03;25;0,99;1;4
30;12;2023;3;34,88;3295;3260;1,01;51;1,55;3;10
30;12;2023;3;0,01;2;2;1;0;0;0;0
30;12;2023;3;29,63;2678;2610;1,03;33;1,23;3;4
30;12;2023;3;0,02;2;2;1;0;0;0;0
30;12;2023;3;0,46;38;37;1,03;0;0;0;0
30;12;2023;3;20,2;1520;1505;1,01;10;0,66;0;1
30;12;2023;3;60,47;5087;5063;1;57;1,12;5;14
30;12;2023;3;0,01;1;1;1;0;0;0;0
30;12;2023;3;0,69;5;5;1;0;0;0;0
30;12;2023;3;0,9;11;11;1;0;0;0;0
30;12;2023;3;28,25;3080;2975;1,04;32;1,04;1;5
30;12;2023;3;19,87;2160;2072;1,04;16;0,74;1;3
30;12;2023;3;0,03;1;1;1;0;0;0;0
30;12;2023;3;24,44;1869;1833;1,02;13;0,7;2;3
30;12;2023;3;19,39;772;732;1,05;15;1,94;0;1
30;12;2023;3;29,58;2225;2167;1,03;32;1,44;3;10
30;12;2023;3;17,28;759;691;1,1;20;2,64;2;6
30;12;2023;3;22,55;1793;1738;1,03;9;0,5;1;2
30;12;2023;3;0,82;53;43;1,23;0;0;0;0
30;12;2023;3;34,35;1744;1612;1,08;33;1,89;6;9
31;12;2023;1;33,14;2932;2860;1,03;22;0,75;2;5
31;12;2023;1;93,27;8592;8461;1,02;87;1,01;9;16
31;12;2023;1;14,49;1489;1433;1,04;22;1,48;0;3
31;12;2023;1;0,41;71;68;1,04;0;0;0;0
31;12;2023;1;104,88;9522;9325;1,02;81;0,85;12;17
31;12;2023;1;0,04;7;7;1;0;0;0;0
31;12;2023;1;0,04;7;6;1,17;0;0;0;0
31;12;2023;1;0,2;25;25;1;0;0;0;0
31;12;2023;1;0,01;1;1;1;0;0;0;0
31;12;2023;1;31,68;2432;2390;1,02;15;0,62;2;3
31;12;2023;1;0,1;2;2;1;0;0;0;0
31;12;2023;1;0,14;11;11;1;0;0;0;0
31;12;2023;1;69,11;3287;3035;1,08;32;0,97;4;8
31;12;2023;1;1,14;123;120;1,02;0;0;0;0
31;12;2023;1;1,5;85;82;1,04;0;0;0;0
31;12;2023;1;2,55;214;206;1,04;1;0,47;0;0
31;12;2023;2;3,13;99;83;1,19;0;0;0;0
31;12;2023;2;0,26;9;9;1;0;0;0;0
31;12;2023;2;21,31;901;692;1,3;8;0,89;0;0
31;12;2023;2;0,37;34;30;1,13;0;0;0;0
31;12;2023;2;5,02;167;119;1,4;3;1,8;0;0
31;12;2023;2;24,43;1323;994;1,33;14;1,06;0;0
31;12;2023;2;6,86;517;397;1,3;2;0,39;0;0
31;12;2023;3;0,37;18;18;1;0;0;0;0
31;12;2023;3;42,06;3548;3416;1,04;33;0,93;5;8
31;12;2023;3;0,05;5;3;1,67;0;0;0;0
31;12;2023;3;0,55;22;21;1,05;0;0;0;0
31;12;2023;3;31,01;2439;2357;1,03;25;1,03;2;4
31;12;2023;3;7,68;532;527;1,01;9;1,69;1;2
31;12;2023;3;29,34;3205;3115;1,03;30;0,94;1;6
31;12;2023;3;36,1;3612;3572;1,01;42;1,16;4;9
31;12;2023;3;0,09;18;18;1;0;0;0;0
31;12;2023;3;30,58;3689;3586;1,03;38;1,03;3;10
31;12;2023;3;0,23;8;8;1;0;0;0;0
31;12;2023;3;0,6;20;20;1;0;0;0;0
31;12;2023;3;21,37;1517;1498;1,01;13;0,86;0;3
31;12;2023;3;62,72;5889;5883;1;68;1,15;7;18
31;12;2023;3;0,02;4;4;1;0;0;0;0
31;12;2023;3;0,78;8;8;1;1;12,5;0;0
31;12;2023;3;0,04;1;1;1;0;0;0;0
31;12;2023;3;30,41;3230;3122;1,03;23;0,71;1;3
31;12;2023;3;0,11;1;1;1;0;0;0;0
31;12;2023;3;20,91;2221;2132;1,04;14;0,63;1;1
31;12;2023;3;0,05;2;2;1;0;0;0;0
31;12;2023;3;26,05;2131;2089;1,02;15;0,7;1;2
31;12;2023;3;20,51;815;788;1,03;12;1,47;2;4
31;12;2023;3;30,9;2412;2358;1,02;39;1,62;6;11
31;12;2023;3;23,22;974;912;1,07;6;0,62;0;2
31;12;2023;3;18,48;1662;1604;1,04;19;1,14;3;3
31;12;2023;3;1,29;72;70;1,03;2;2,78;1;1
31;12;2023;3;0,03;4;4;1;0;0;0;0
31;12;2023;3;35,03;2016;1875;1,08;23;1,14;4;6
1;1;2024;1;29,31;3941;3852;1,02;27;0,69;3;4
1;1;2024;1;88,35;12150;11844;1,03;100;0,82;8;16
1;1;2024;1;19,12;2668;2576;1,04;30;1,12;2;4
1;1;2024;1;0,21;67;63;1,06;0;0;0;0
1;1;2024;1;102,16;13188;12481;1,06;106;0,8;10;17
1;1;2024;1;0,02;6;5;1,2;0;0;0;0
1;1;2024;1;0,11;15;15;1;0;0;0;0
1;1;2024;1;0,12;30;28;1,07;0;0;0;0
1;1;2024;1;30,9;3163;3107;1,02;17;0,54;2;5
1;1;2024;1;0,01;3;3;1;0;0;0;0
1;1;2024;1;65,83;3826;3502;1,09;50;1,31;6;12
1;1;2024;1;1,06;126;118;1,07;2;1,59;0;0
1;1;2024;1;1,54;153;150;1,02;0;0;0;0
1;1;2024;1;3,36;370;352;1,05;6;1,62;1;1
1;1;2024;2;2,54;154;119;1,29;2;1,3;0;0
1;1;2024;2;0,62;23;22;1,05;0;0;0;0
1;1;2024;2;17,49;1252;858;1,46;3;0,24;0;0
1;1;2024;2;4,06;68;42;1,62;2;2,94;0;0
1;1;2024;2;3,33;226;149;1,52;0;0;0;0
1;1;2024;2;28,23;2093;1428;1,47;10;0,48;0;1
1;1;2024;2;5,4;674;488;1,38;4;0,59;0;0
1;1;2024;3;0,01;4;3;1,33;0;0;0;0
1;1;2024;3;40,79;4442;4304;1,03;27;0,61;2;2
1;1;2024;3;0,01;1;1;1;0;0;0;0
1;1;2024;3;0,05;4;4;1;0;0;0;0
1;1;2024;3;30,95;3018;2923;1,03;34;1,13;1;6
1;1;2024;3;6,82;515;506;1,02;8;1,55;0;2
1;1;2024;3;0,07;47;46;1,02;0;0;0;0
1;1;2024;3;28,85;4121;3983;1,03;38;0,92;4;7
1;1;2024;3;35,55;4458;4404;1,01;45;1,01;4;9
1;1;2024;3;0,02;11;11;1;0;0;0;0
1;1;2024;3;30,6;4301;4132;1,04;39;0,91;2;8
1;1;2024;3;0,01;1;1;1;0;0;0;0
1;1;2024;3;0,13;12;12;1;2;16,67;1;1
1;1;2024;3;21,01;1826;1798;1,02;17;0,93;2;4
1;1;2024;3;61,06;6783;6550;1,04;53;0,78;6;14
1;1;2024;3;0,04;4;4;1;0;0;0;0
1;1;2024;3;0,01;1;1;1;0;0;0;0
1;1;2024;3;30,82;4255;4130;1,03;34;0,8;2;7
1;1;2024;3;0,19;2;2;1;0;0;0;0
1;1;2024;3;20,43;2947;2830;1,04;16;0,54;3;4
1;1;2024;3;0,04;1;1;1;0;0;0;0
1;1;2024;3;25,49;2592;2550;1,02;27;1,04;4;2
1;1;2024;3;20,96;854;816;1,05;12;1,41;2;3
1;1;2024;3;30,53;2963;2880;1,03;52;1,75;7;12
1;1;2024;3;15,64;949;906;1,05;6;0,63;0;1
1;1;2024;3;24,93;2660;2574;1,03;21;0,79;2;4
1;1;2024;3;0,48;42;41;1,02;0;0;0;0
1;1;2024;3;0,04;6;5;1,2;0;0;0;0
1;1;2024;3;35,14;2193;2041;1,07;21;0,96;2;6
2;1;2024;1;28,38;3007;2965;1,01;29;0,96;1;4
2;1;2024;1;86,5;8332;8156;1,02;95;1,14;8;21
2;1;2024;1;18,89;2506;2422;1,03;24;0,96;4;5
2;1;2024;1;0,45;51;48;1,06;0;0;0;0
2;1;2024;1;100,19;9981;9493;1,05;93;0,93;8;12
2;1;2024;1;0,04;6;6;1;0;0;0;0
2;1;2024;1;0,07;14;11;1,27;0;0;0;0
2;1;2024;1;0,27;26;26;1;1;3,85;0;0
2;1;2024;1;30,26;2957;2898;1,02;16;0,54;1;4
2;1;2024;1;0,04;4;4;1;0;0;0;0
2;1;2024;1;0,06;10;10;1;0;0;0;0
2;1;2024;1;64,11;3311;3095;1,07;44;1,33;5;10
2;1;2024;1;0,2;27;27;1;0;0;0;0
2;1;2024;1;0,86;71;71;1;2;2,82;1;1
2;1;2024;1;4,94;510;494;1,03;3;0,59;0;0
2;1;2024;2;5,92;189;138;1,37;2;1,06;0;0
2;1;2024;2;0,32;32;22;1,45;1;3,12;0;0
2;1;2024;2;15,01;1044;814;1,28;5;0,48;0;0
2;1;2024;2;0,63;50;45;1,11;2;4;0;0
2;1;2024;2;3,52;215;151;1,42;4;1,86;0;0
2;1;2024;2;27,72;1774;1328;1,34;10;0,56;0;1
2;1;2024;2;7,48;541;415;1,3;3;0,55;0;0
2;1;2024;3;40,2;3547;3433;1,03;28;0,79;1;5
2;1;2024;3;30,72;2450;2356;1,04;21;0,86;2;6
2;1;2024;3;4,18;304;299;1,02;7;2,3;0;1
2;1;2024;3;31,1;3765;3660;1,03;28;0,74;4;7
2;1;2024;3;34,64;3591;3559;1,01;40;1,11;5;10
2;1;2024;3;0,07;9;9;1;0;0;0;0
2;1;2024;3;29,79;3399;3333;1,02;35;1,03;3;6
2;1;2024;3;0,07;4;3;1,33;0;0;0;0
2;1;2024;3;0,13;11;11;1;0;0;0;0
2;1;2024;3;20,02;1669;1647;1,01;12;0,72;2;4
2;1;2024;3;59,98;5997;5971;1;56;0,93;3;11
2;1;2024;3;0,46;10;10;1;2;20;0;1
2;1;2024;3;0,25;6;6;1;1;16,67;0;0
2;1;2024;3;29,33;3371;3285;1,03;30;0,89;1;4
2;1;2024;3;0,24;2;2;1;0;0;0;0
2;1;2024;3;19,97;2340;2262;1,03;27;1,15;0;3
2;1;2024;3;25,06;2011;1976;1,02;18;0,9;3;5
2;1;2024;3;20,53;769;724;1,06;15;1,95;1;3
2;1;2024;3;29,89;2301;2241;1,03;45;1,96;3;7
2;1;2024;3;16,1;815;779;1,05;12;1,47;3;4
2;1;2024;3;24,26;2133;2088;1,02;18;0,84;1;3
2;1;2024;3;0,4;32;30;1,07;0;0;0;0
2;1;2024;3;0,21;7;7;1;0;0;0;0
2;1;2024;3;34,28;1824;1729;1,05;28;1,54;5;7
3;1;2024;1;28,69;2993;2929;1,02;20;0,67;3;7
3;1;2024;1;81,85;7476;7071;1,06;99;1,32;10;20
3;1;2024;1;21,6;2519;2417;1,04;24;0,95;4;5
3;1;2024;1;0,65;69;64;1,08;0;0;0;0
3;1;2024;1;98,59;8980;8668;1,04;87;0,97;12;19
3;1;2024;1;0,1;6;6;1;0;0;0;0
3;1;2024;1;0,02;6;6;1;0;0;0;0
3;1;2024;1;0,31;35;32;1,09;0;0;0;0
3;1;2024;1;0,01;1;1;1;0;0;0;0
3;1;2024;1;29,58;2752;2711;1,02;24;0,87;2;4
3;1;2024;1;0,1;10;8;1,25;0;0;0;0
3;1;2024;1;0,12;12;12;1;0;0;0;0
3;1;2024;1;66,11;3659;3417;1,07;60;1,64;5;12
3;1;2024;1;0,19;27;27;1;0;0;0;0
3;1;2024;1;0,06;11;11;1;1;9,09;0;0
3;1;2024;1;3,18;289;274;1,05;2;0,69;0;1
3;1;2024;2;0,93;78;70;1,11;1;1,28;0;0
3;1;2024;2;0,44;32;27;1,19;0;0;0;0
3;1;2024;2;9,6;742;671;1,11;4;0,54;0;0
3;1;2024;2;0,22;21;16;1,31;0;0;0;0
3;1;2024;2;8,62;251;191;1,31;2;0,8;0;0
3;1;2024;2;29,8;1958;1657;1,18;12;0,61;0;0
3;1;2024;2;9,48;748;615;1,22;8;1,07;0;0
3;1;2024;3;2,1;55;54;1,02;1;1,82;0;0
3;1;2024;3;37,01;3121;3014;1,04;30;0,96;2;5
3;1;2024;3;0,01;6;5;1,2;0;0;0;0
3;1;2024;3;0,25;14;12;1,17;1;7,14;0;0
3;1;2024;3;29,28;2527;2436;1,04;22;0,87;2;4
3;1;2024;3;3,33;199;195;1,02;7;3,52;2;2
3;1;2024;3;0,04;2;2;1;0;0;0;0
3;1;2024;3;31,24;3520;3395;1,04;50;1,42;6;14
3;1;2024;3;34,44;3168;3140;1,01;42;1,33;6;10
3;1;2024;3;29,29;3085;2993;1,03;33;1,07;3;8
3;1;2024;3;0,04;1;1;1;0;0;0;0
3;1;2024;3;0,11;9;9;1;0;0;0;0
3;1;2024;3;19,83;1586;1561;1,02;11;0,69;0;4
3;1;2024;3;59,11;5770;5676;1,02;63;1,09;6;23
3;1;2024;3;2,84;47;47;1;3;6,38;0;0
3;1;2024;3;26,76;2979;2899;1,03;25;0,84;0;6
3;1;2024;3;19,94;2281;2207;1,03;16;0,7;1;3
3;1;2024;3;24,36;1672;1628;1,03;14;0,84;3;3
3;1;2024;3;20,23;615;580;1,06;6;0,98;0;1
3;1;2024;3;29,35;2024;1966;1,03;52;2,57;6;13
3;1;2024;3;21,93;1149;1095;1,05;15;1,31;2;6
3;1;2024;3;17,43;1542;1490;1,03;8;0,52;0;0
3;1;2024;3;0,21;23;21;1,1;0;0;0;0
3;1;2024;3;0,11;6;6;1;0;0;0;0
3;1;2024;3;34,32;2041;1909;1,07;22;1,08;0;6
4;1;2024;1;30,97;3527;3454;1,02;31;0,88;4;6
4;1;2024;1;78,22;8183;7967;1,03;73;0,89;8;11
4;1;2024;1;22,59;2535;2448;1,04;23;0,91;3;3
4;1;2024;1;1,17;102;95;1,07;2;1,96;0;0
4;1;2024;1;98,49;9684;9175;1,06;81;0,84;9;15
4;1;2024;1;0,01;5;5;1;0;0;0;0
4;1;2024;1;0,06;8;6;1,33;0;0;0;0
4;1;2024;1;0,41;28;27;1,04;0;0;0;0
4;1;2024;1;0,02;4;4;1;0;0;0;0
4;1;2024;1;29,93;2731;2661;1,03;21;0,77;1;6
4;1;2024;1;0,01;7;7;1;0;0;0;0
4;1;2024;1;0,04;7;7;1;0;0;0;0
4;1;2024;1;65,91;3578;3239;1,1;50;1,4;8;11
4;1;2024;1;0,29;39;35;1,11;0;0;0;0
4;1;2024;1;0,99;108;107;1,01;2;1,85;0;1
4;1;2024;1;3,1;271;254;1,07;2;0,74;0;0
4;1;2024;2;0,97;57;52;1,1;0;0;0;0
4;1;2024;2;0,84;28;25;1,12;0;0;0;0
4;1;2024;2;7,92;508;469;1,08;2;0,39;0;0
4;1;2024;2;0,33;16;15;1,07;0;0;0;0
4;1;2024;2;3,45;184;152;1,21;2;1,09;0;0
4;1;2024;2;40,51;2095;1834;1,14;21;1;0;0
4;1;2024;2;7,22;467;410;1,14;2;0,43;0;1
4;1;2024;3;0,32;26;26;1;0;0;0;0
4;1;2024;3;39,16;3772;3617;1,04;18;0,48;1;3
4;1;2024;3;0,5;18;18;1;0;0;0;0
